<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.09.14	80.459	80.707	80.081	80.133	74240	111953	1
2018.09.17	80.131	80.599	79.951	80.272	60811	97308	1
2018.09.18	80.274	81.126	79.778	81.107	91011	145378	1
2018.09.19	81.106	81.664	80.940	81.530	79332	127493	1
2018.09.20	81.530	82.030	81.308	82.025	77468	111733	1
2018.09.21	82.010	82.360	81.887	81.996	72935	109385	1
2018.09.24	81.607	82.011	81.588	81.788	60755	96832	1
2018.09.25	81.787	82.037	81.663	81.897	69107	105929	1
2018.09.26	81.897	82.504	81.768	81.787	80100	123350	1
2018.09.27	81.790	81.951	81.303	81.686	76998	112263	1
2018.09.28	81.681	82.205	81.637	82.144	75876	112518	1
2018.10.01	82.160	82.400	82.069	82.239	68188	108215	1
2018.10.02	82.234	82.472	81.375	81.644	82899	125396	1
2018.10.03	81.640	81.922	81.324	81.329	80931	125832	1
2018.10.04	81.325	81.420	80.378	80.572	91640	140471	1
2018.10.05	80.580	80.770	79.999	80.156	88731	137668	1
2018.10.08	80.241	80.422	79.758	80.123	74916	121594	1
2018.10.09	80.128	80.290	79.825	80.227	94976	156162	1
2018.10.10	80.212	80.595	79.087	79.182	98014	152429	1
2018.10.11	79.111	80.152	79.043	79.898	143758	224066	1
2018.10.12	79.896	80.162	79.496	79.836	102007	157556	1
2018.10.15	79.728	79.969	79.481	79.692	92881	145406	1
2018.10.16	79.692	80.210	79.678	80.159	80542	126820	1
2018.10.17	80.159	80.338	79.664	80.071	83367	130064	1
2018.10.18	80.065	80.447	79.497	79.638	101727	156821	1
2018.10.19	79.628	80.487	79.533	80.126	102340	159192	1
2018.10.22	80.091	80.313	79.646	79.883	90999	148379	1
2018.10.23	79.870	79.913	79.042	79.660	108285	177125	1
2018.10.24	79.656	80.029	79.161	79.235	118084	186006	1
2018.10.25	79.229	79.804	78.990	79.569	115295	181187	1
2018.10.26	79.570	79.602	78.563	79.271	133826	218477	1
2018.10.29	79.376	79.765	79.103	79.246	112218	181440	1
2018.10.30	79.237	80.365	79.235	80.359	114286	183838	1
2018.10.31	80.356	80.399	79.852	79.875	95328	151001	1
2018.11.01	79.881	81.261	79.812	81.208	97974	154886	1
2018.11.02	81.202	81.940	81.029	81.459	110033	167270	1
2018.11.05	81.375	81.715	81.244	81.608	79491	126587	1
2018.11.06	81.608	82.209	81.585	82.170	82929	129112	1
2018.11.07	82.170	82.698	81.872	82.569	113063	178946	1
2018.11.08	82.568	83.049	82.512	82.759	92712	152590	1
2018.11.09	82.758	82.878	82.110	82.205	94689	149021	1
2018.11.12	82.142	82.511	81.643	81.643	89290	143202	1
2018.11.13	81.636	82.373	81.385	82.135	103045	164445	1
2018.11.14	82.131	82.466	81.786	82.113	110242	177394	1
2018.11.15	82.113	82.894	82.085	82.678	114822	182498	1
2018.11.16	82.668	82.821	82.114	82.665	92164	144103	1
2018.11.19	82.407	82.621	81.874	82.088	78065	126851	1
2018.11.20	82.080	82.224	81.274	81.326	97568	155414	1
2018.11.21	81.328	82.236	81.190	82.102	86295	125670	1
2018.11.22	82.095	82.232	81.698	81.917	65476	92009	1
2018.11.23	81.914	81.981	81.427	81.646	66496	100963	1
2018.11.26	81.624	82.383	81.584	82.001	74779	112828	1
2018.11.27	82.002	82.566	81.825	82.186	83392	131601	1
2018.11.28	82.182	83.186	82.161	83.040	75790	118635	1
2018.11.29	83.038	83.216	82.744	83.058	83955	123203	1
2018.11.30	83.056	83.084	82.739	82.961	75492	120547	1
2018.12.03	83.857	83.900	83.456	83.621	72703	107014	1
2018.12.04	83.620	83.643	82.568	82.733	96059	152895	1
2018.12.05	82.732	82.993	82.171	82.270	66265	104287	1
2018.12.06	82.257	82.307	80.931	81.500	117807	184572	1
2018.12.07	81.502	81.686	81.097	81.130	98360	149475	1
2018.12.10	80.937	81.528	80.721	81.471	99313	160524	1
2018.12.11	81.467	81.809	81.235	81.664	92357	146995	1
2018.12.12	81.664	82.060	81.575	81.754	90653	146015	1
2018.12.13	81.753	82.207	81.689	82.074	81795	125820	1
2018.12.14	82.074	82.135	81.252	81.280	85906	137304	1
2018.12.17	81.297	81.501	80.830	81.008	79357	130065	1
2018.12.18	81.022	81.206	80.663	80.756	91460	152751	1
2018.12.19	80.753	81.014	79.560	79.940	126959	200858	1
2018.12.20	79.939	80.207	78.832	79.050	183543	281023	1
2018.12.21	79.038	79.264	78.188	78.204	154318	233940	1
2018.12.24	78.083	78.505	77.698	77.728	141724	202996	1
2018.12.25	77.719	77.855	77.458	77.491	6025	5404	4
2018.12.26	77.530	78.738	77.492	78.652	91189	129906	1
2018.12.27	78.641	78.716	77.530	78.001	194486	267324	1
2018.12.28	77.986	78.123	77.534	77.586	119693	168924	1
2018.12.31	77.632	78.058	77.152	77.174	79096	110205	1
2019.01.02	77.333	77.348	75.986	76.043	145999	223708	1
2019.01.03	76.044	76.054	70.406	75.411	195657	278145	1
2019.01.04	75.397	77.293	75.238	77.237	170959	268871	1
2019.01.07	77.207	77.731	77.028	77.697	127661	212370	1
2019.01.08	77.698	77.841	77.296	77.625	134878	232502	1
2019.01.09	77.617	78.107	77.397	77.570	145381	232050	1
2019.01.10	77.571	77.996	77.079	77.903	130875	209671	1
2019.01.11	77.904	78.352	77.812	78.289	115372	191387	1
2019.01.14	78.261	78.261	77.565	77.817	91901	147183	1
2019.01.15	77.815	78.518	77.772	78.220	129058	201262	1
2019.01.16	78.218	78.376	77.907	78.182	98366	157884	1
2019.01.17	78.182	78.977	77.759	78.577	108066	166168	1
2019.01.18	78.571	79.102	78.390	78.603	101841	160812	1
2019.01.21	78.589	78.712	78.284	78.496	79419	119469	1
2019.01.22	78.491	78.526	77.735	77.876	92542	143826	1
2019.01.23	77.878	78.417	77.835	78.241	93406	149667	1
2019.01.24	78.235	78.540	77.637	77.736	109750	173549	1
2019.01.25	77.737	78.834	77.509	78.605	103352	176414	1
2019.01.28	78.608	78.823	78.195	78.328	89648	144302	1
2019.01.29	78.324	78.484	77.963	78.262	96876	152134	1
2019.01.30	78.262	79.285	78.176	79.023	117084	182687	1
2019.01.31	79.023	79.394	78.871	79.164	112999	180390	1
2019.02.01	79.150	79.604	78.733	79.355	100170	161252	1
2019.02.04	79.360	79.534	79.167	79.380	86006	136854	1
2019.02.05	79.380	79.843	79.091	79.528	86774	139748	1
2019.02.06	79.528	79.656	78.055	78.127	100454	159555	1
2019.02.07	78.124	78.245	77.748	77.966	97005	155364	1
2019.02.08	77.963	78.014	77.438	77.769	87063	144865	1
2019.02.11	77.752	78.152	77.745	77.933	83495	137078	1
2019.02.12	77.928	78.475	77.899	78.380	89173	148835	1
2019.02.13	78.378	78.945	78.330	78.672	90251	149442	1
2019.02.14	78.670	79.239	78.242	78.478	108652	180215	1
2019.02.15	78.471	78.936	78.095	78.855	98451	162253	1
2019.02.18	78.782	79.192	78.774	78.844	87057	137133	1
2019.02.19	78.840	79.354	78.514	79.240	89682	151025	1
2019.02.20	79.230	79.573	79.125	79.399	95727	162653	1
2019.02.21	79.390	79.817	78.333	78.461	121268	196692	1
2019.02.22	78.461	79.096	78.403	78.873	103735	170737	1
2019.02.25	78.962	79.776	78.909	79.586	99398	156502	1
2019.02.26	79.586	79.664	79.167	79.436	90547	175838	1
2019.02.27	79.426	79.571	78.943	79.243	106133	170983	1
2019.02.28	79.227	79.468	78.932	78.997	107705	170776	1
2019.03.01	78.991	79.648	78.978	79.209	90691	154374	1
2019.03.04	79.505	79.557	79.035	79.233	105493	168642	1
2019.03.05	79.231	79.365	79.009	79.247	91196	157275	1
2019.03.06	79.243	79.342	78.386	78.592	97104	155282	1
2019.03.07	78.588	78.760	78.156	78.251	89817	144911	1
2019.03.08	78.248	78.416	77.728	78.285	97638	158525	1
2019.03.11	78.030	78.717	77.910	78.605	74740	121735	1
2019.03.12	78.600	78.927	78.510	78.841	89883	137476	1
2019.03.13	78.829	78.922	78.374	78.839	82067	127431	1
2019.03.14	78.834	78.978	78.571	78.879	89630	138012	1
2019.03.15	78.871	79.243	78.832	78.955	76262	129951	1
2019.03.18	78.986	79.412	78.918	79.141	62534	103335	1
2019.03.19	79.137	79.193	78.868	78.943	74062	114357	1
2019.03.20	78.940	79.311	78.728	78.760	96663	142942	1
2019.03.21	78.760	79.358	78.584	78.784	112592	179404	1
2019.03.22	78.776	78.887	77.777	77.822	132024	208404	1
2019.03.25	77.789	78.346	77.541	78.198	111480	186891	1
2019.03.26	78.190	79.001	78.133	78.928	107014	170683	1
2019.03.27	78.927	78.948	78.007	78.278	124211	205330	1
2019.03.28	78.278	78.443	77.912	78.257	113647	179694	1
2019.03.29	78.249	78.704	78.217	78.644	98424	154875	1
2019.04.01	79.015	79.265	78.796	79.186	85784	137539	1
2019.04.02	79.186	79.402	78.511	78.699	81404	134271	1
2019.04.03	78.696	79.464	78.491	79.292	88777	135806	1
2019.04.04	79.288	79.464	79.149	79.396	75371	119953	1
2019.04.05	79.396	79.636	79.256	79.358	74534	106503	1
2019.04.08	79.351	79.507	78.949	79.428	66607	102313	1
2019.04.09	79.428	79.614	79.136	79.136	79195	125402	1
2019.04.10	79.139	79.608	79.005	79.584	90802	136550	1
2019.04.11	79.575	79.634	79.425	79.509	81540	122082	1
2019.04.12	79.509	80.484	79.459	80.312	85964	137820	1
2019.04.15	80.329	80.442	80.188	80.352	67813	103694	1
2019.04.16	80.353	80.387	79.889	80.335	78698	126365	1
2019.04.17	80.335	80.720	80.099	80.421	78734	124403	1
2019.04.18	80.421	80.600	79.910	80.034	83579	157051	1
2019.04.19	80.018	80.110	79.957	79.993	57588	81476	2
2019.04.22	79.984	80.079	79.773	79.824	39101	57705	1
2019.04.23	79.831	79.911	79.256	79.430	67484	105822	1
2019.04.24	79.427	79.429	78.391	78.614	99026	146305	1
2019.04.25	78.611	78.711	78.115	78.298	85831	128722	1
2019.04.26	78.296	78.800	78.175	78.517	86134	125105	1
2019.04.29	78.480	78.944	78.480	78.759	48377	71846	1
2019.04.30	78.758	78.925	78.286	78.513	71986	110752	1
2019.05.01	78.516	78.702	78.117	78.117	64906	84714	1
2019.05.02	78.117	78.460	77.959	78.046	69086	103709	1
2019.05.03	78.036	78.182	77.829	78.013	63547	101547	1
2019.05.06	77.057	77.666	76.790	77.421	82461	119296	1
2019.05.07	77.419	78.042	77.116	77.289	90163	141541	1
2019.05.08	77.290	77.380	76.896	76.925	91992	146032	1
2019.05.09	76.922	76.995	76.341	76.684	100587	163384	1
2019.05.10	76.684	77.234	76.571	76.936	121346	184277	1
2019.05.13	76.726	76.865	75.734	75.895	93594	144777	1
2019.05.14	75.894	76.359	75.786	76.090	76517	115234	1
2019.05.15	76.086	76.169	75.524	75.911	83786	126466	1
2019.05.16	75.907	75.999	75.397	75.675	77343	117547	1
2019.05.17	75.680	75.840	75.330	75.571	104014	154227	1
2019.05.20	76.078	76.389	75.809	76.009	79998	115282	1
2019.05.21	76.008	76.281	75.619	76.039	83450	122941	1
2019.05.22	76.026	76.185	75.832	75.921	72158	115188	1
2019.05.23	75.919	75.936	75.445	75.611	94715	150593	1
2019.05.24	75.621	75.828	75.389	75.696	74533	116207	1
2019.05.27	75.807	76.008	75.703	75.731	43671	58159	1
2019.05.28	75.731	75.952	75.548	75.703	90487	134657	1
2019.05.29	75.703	75.862	75.453	75.793	101197	152039	1
2019.05.30	75.795	76.164	75.629	75.757	83277	127265	1
2019.05.31	75.757	75.785	75.080	75.080	126773	191480	1
2019.06.03	75.019	75.486	74.967	75.381	118699	184024	1
2019.06.04	75.375	75.693	75.075	75.600	111562	168622	1
2019.06.05	75.595	75.902	75.401	75.586	110862	172194	1
2019.06.06	75.575	75.775	75.275	75.610	112277	178166	1
2019.06.07	75.603	75.815	75.490	75.717	104820	168538	1
2019.06.10	75.987	76.017	75.414	75.435	84943	138925	1
2019.06.11	75.436	75.676	75.395	75.537	87901	141553	1
2019.06.12	75.534	75.586	75.142	75.169	96617	159900	1
2019.06.13	75.157	75.282	74.771	74.926	90623	146523	1
2019.06.14	74.926	74.966	74.481	74.556	90051	137317	1
2019.06.17	74.562	74.780	74.355	74.367	60599	94002	1
2019.06.18	74.366	74.665	73.929	74.569	93760	152003	1
2019.06.19	74.564	74.773	74.307	74.365	87495	139417	1
2019.06.20	74.361	74.679	74.131	74.257	116047	197372	1
2019.06.21	74.254	74.537	74.141	74.287	101819	159618	1
2019.06.24	74.331	74.785	74.331	74.689	79901	130046	1
2019.06.25	74.703	74.855	74.335	74.587	116840	193633	1
2019.06.26	74.580	75.353	74.523	75.272	94099	161142	1
2019.06.27	75.269	75.618	75.197	75.545	79895	135933	1
2019.06.28	75.534	75.791	75.326	75.757	79107	137509	1
2019.07.01	76.033	76.285	75.426	75.508	86932	142057	1
2019.07.02	75.507	75.745	75.314	75.447	72045	116912	1
2019.07.03	75.440	75.904	75.132	75.766	68512	118791	1
2019.07.04	75.766	75.925	75.616	75.678	42874	64802	1
2019.07.05	75.677	75.899	75.552	75.676	74402	124685	1
2019.07.08	75.635	75.887	75.617	75.788	51426	91227	1
2019.07.09	75.788	75.913	75.298	75.394	58070	104574	1
2019.07.10	75.394	75.621	75.290	75.468	75588	127331	1
2019.07.11	75.468	75.699	75.182	75.667	78442	130908	1
2019.07.12	75.667	75.909	75.541	75.727	69132	122801	1
2019.07.15	75.669	76.020	75.618	75.950	55317	96958	1
2019.07.16	75.948	76.142	75.822	75.894	80350	131949	1
2019.07.17	75.885	76.003	75.657	75.662	65772	116080	1
2019.07.18	75.656	75.987	75.446	75.907	96043	165711	1
2019.07.19	75.901	76.110	75.815	75.833	89827	150668	1
2019.07.22	75.844	76.160	75.844	75.878	59839	97033	1
2019.07.23	75.876	76.073	75.614	75.798	59508	87544	1
2019.07.24	75.795	75.820	75.342	75.462	58062	88527	1
2019.07.25	75.462	75.588	75.251	75.493	68857	120401	1
2019.07.26	75.493	75.585	75.023	75.080	48086	89426	1
2019.07.29	74.996	75.193	74.902	75.070	36373	69041	1
2019.07.30	75.069	75.192	74.585	74.619	55863	103528	1
2019.07.31	74.616	74.891	74.348	74.424	94249	169386	1
2019.08.01	74.424	74.852	72.948	72.968	113235	202780	2
2019.08.02	72.959	73.163	72.216	72.442	144346	267518	1
2019.08.05	72.393	72.463	71.399	71.563	141730	215358	1
2019.08.06	71.563	72.714	71.234	71.957	144015	221060	1
2019.08.07	71.962	72.051	70.738	71.793	165358	232346	1
2019.08.08	71.793	72.358	71.566	72.157	119904	169484	1
2019.08.09	72.157	72.235	71.479	71.674	118376	147452	1
2019.08.12	71.575	71.694	70.899	71.056	106666	145946	1
2019.08.13	71.067	72.930	70.963	72.557	149854	198482	1
2019.08.14	72.541	72.573	71.249	71.447	161617	214379	1
2019.08.15	71.448	72.502	71.329	71.881	180969	242464	1
2019.08.16	71.881	72.236	71.808	72.059	116502	156404	1
2019.08.19	72.029	72.307	71.974	72.123	81286	114495	1
2019.08.20	72.123	72.357	71.905	71.984	85967	133139	1
2019.08.21	71.984	72.404	71.978	72.287	80573	130175	1
2019.08.22	72.281	72.360	71.835	71.904	108421	173969	1
2019.08.23	71.892	72.109	71.032	71.117	158582	230463	1
2019.08.26	70.707	72.075	69.956	71.868	226248	318996	1
2019.08.27	71.874	71.934	71.258	71.386	137404	209017	1
2019.08.28	71.388	71.589	71.218	71.447	124314	192807	1
2019.08.29	71.444	71.808	71.119	71.662	126457	193059	1
2019.08.30	71.662	71.755	71.335	71.580	120218	189170	1
2019.09.02	71.334	71.532	71.220	71.317	76484	109822	1
2019.09.03	71.296	71.726	71.094	71.589	111302	173979	1
2019.09.04	71.585	72.346	71.553	72.298	94712	143328	1
2019.09.05	72.297	73.148	72.253	72.862	117650	173517	1
2019.09.06	72.854	73.284	72.839	73.167	101823	158980	1
2019.09.09	73.051	73.664	73.037	73.564	83227	127993	1
2019.09.10	73.555	73.832	73.414	73.780	89279	133693	1
2019.09.11	73.778	74.202	73.667	73.961	83211	120779	1
2019.09.12	73.954	74.487	73.872	74.196	134458	193482	1
