<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.11.23	0.95649	0.95865	0.95234	0.95624	87066	116306	5
2018.11.26	0.95583	0.95995	0.95537	0.95676	81815	111332	6
2018.11.27	0.95676	0.96234	0.95556	0.96010	95421	129243	5
2018.11.28	0.96009	0.97152	0.96000	0.96976	96003	129466	4
2018.11.29	0.96959	0.97480	0.96863	0.97167	102441	137358	4
2018.11.30	0.97158	0.97323	0.96962	0.97117	94055	129413	5
2018.12.03	0.97663	0.97741	0.97008	0.97085	97803	133426	4
2018.12.04	0.97086	0.97364	0.96930	0.97268	113491	155133	5
2018.12.05	0.97258	0.97481	0.96581	0.97035	86427	116536	4
2018.12.06	0.97035	0.97192	0.96582	0.96779	128405	175058	4
2018.12.07	0.96789	0.96938	0.95744	0.95882	109742	150007	5
2018.12.10	0.95819	0.96420	0.95659	0.96303	105790	144007	2
2018.12.11	0.96303	0.96704	0.96214	0.96449	98479	134775	4
2018.12.12	0.96449	0.96677	0.96228	0.96342	99167	133137	6
2018.12.13	0.96329	0.96768	0.96279	0.96469	90487	124524	4
2018.12.14	0.96469	0.96488	0.95718	0.95978	92791	128117	4
2018.12.17	0.95966	0.96282	0.95909	0.96244	95165	129027	4
2018.12.18	0.96258	0.96803	0.96154	0.96634	106913	147122	4
2018.12.19	0.96624	0.97024	0.95699	0.95823	145430	194622	1
2018.12.20	0.95828	0.96230	0.95628	0.95954	187531	247089	4
2018.12.21	0.95949	0.96278	0.95594	0.95622	159870	213872	4
2018.12.24	0.95704	0.95995	0.95588	0.95750	134563	171641	8
2018.12.25	0.95609	0.95988	0.95422	0.95444	4137	4287	35
2018.12.26	0.95581	0.96082	0.95545	0.95885	87514	115156	7
2018.12.27	0.95843	0.96120	0.95655	0.95684	167413	219141	6
2018.12.28	0.95686	0.96268	0.95613	0.95961	145115	197512	9
2018.12.31	0.95974	0.96302	0.95931	0.95986	105441	145382	4
2019.01.02	0.96118	0.96134	0.94818	0.94818	166509	228321	1
2019.01.03	0.94818	0.94934	0.92657	0.94471	204496	275004	1
