<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.04.19	1.42000	1.42454	1.40684	1.40833	87572	140910	1
2018.04.20	1.40833	1.40906	1.39965	1.40002	82621	133017	1
2018.04.23	1.39990	1.40307	1.39261	1.39391	74166	117181	1
2018.04.24	1.39391	1.39869	1.39177	1.39767	70802	111352	1
2018.04.25	1.39768	1.39965	1.39231	1.39291	66299	103711	1
2018.04.26	1.39286	1.39980	1.38947	1.39150	84834	136938	1
2018.04.27	1.39137	1.39342	1.37470	1.37785	81590	130697	1
2018.04.30	1.37711	1.37922	1.37125	1.37550	75397	113691	1
2018.05.01	1.37547	1.37725	1.35880	1.36124	77647	124536	1
2018.05.02	1.36124	1.36656	1.35546	1.35718	101820	168509	1
2018.05.03	1.35716	1.36293	1.35377	1.35729	102372	167639	1
2018.05.04	1.35713	1.35856	1.34861	1.35253	81048	132856	1
2018.05.07	1.35327	1.35751	1.35151	1.35558	69738	110138	1
2018.05.08	1.35560	1.35926	1.34843	1.35460	94057	153115	1
2018.05.09	1.35461	1.36068	1.34990	1.35447	88467	141018	1
2018.05.10	1.35442	1.36174	1.34598	1.35169	112630	182204	1
2018.05.11	1.35169	1.35957	1.35017	1.35407	82462	127186	1
2018.05.14	1.35393	1.36079	1.35373	1.35559	70532	104792	1
2018.05.15	1.35559	1.35718	1.34511	1.35000	87266	153634	1
2018.05.16	1.34997	1.35209	1.34554	1.34832	97974	162623	1
2018.05.17	1.34825	1.35688	1.34741	1.35153	92401	699789	1
2018.05.18	1.35153	1.35280	1.34548	1.34679	73802	123283	1
2018.05.21	1.34590	1.34825	1.33907	1.34217	78664	124931	1
2018.05.22	1.34217	1.34911	1.34123	1.34278	85689	139139	1
2018.05.23	1.34278	1.34422	1.33050	1.33449	110395	182012	1
2018.05.24	1.33446	1.34216	1.33400	1.33769	112201	182167	1
2018.05.25	1.33769	1.33873	1.32928	1.32946	97531	161068	1
2018.05.28	1.33138	1.33408	1.32961	1.33092	81233	127268	1
2018.05.29	1.33094	1.33250	1.32044	1.32416	115478	188504	1
2018.05.30	1.32407	1.33069	1.32407	1.32844	107846	173580	1
2018.05.31	1.32844	1.33478	1.32771	1.32957	110075	181423	1
2018.06.01	1.32953	1.33617	1.32538	1.33449	98697	156625	1
2018.06.04	1.33310	1.33985	1.32947	1.33122	74384	111290	1
2018.06.05	1.33118	1.34086	1.33019	1.33851	88568	145330	1
2018.06.06	1.33853	1.34429	1.33764	1.34113	86394	138238	1
2018.06.07	1.34108	1.34722	1.33714	1.34210	94360	157789	1
2018.06.08	1.34206	1.34390	1.33544	1.34081	85211	136286	1
2018.06.11	1.34058	1.34413	1.33444	1.33729	68142	108507	1
2018.06.12	1.33726	1.34243	1.33418	1.33703	88696	143998	1
2018.06.13	1.33696	1.33890	1.33079	1.33737	83816	138292	1
2018.06.14	1.33734	1.34463	1.32570	1.32604	103976	173272	1
2018.06.15	1.32606	1.32978	1.32110	1.32763	99798	155880	1
2018.06.18	1.32557	1.32790	1.32257	1.32437	74297	126674	1
2018.06.19	1.32437	1.32726	1.31507	1.31726	99991	167289	1
2018.06.20	1.31728	1.32170	1.31458	1.31691	89491	153173	1
2018.06.21	1.31689	1.32698	1.31018	1.32343	117183	209545	1
2018.06.22	1.32424	1.33146	1.32337	1.32593	99380	168279	1
2018.06.25	1.32490	1.32904	1.32212	1.32764	92368	158538	1
2018.06.26	1.32766	1.32918	1.31922	1.32184	100881	184032	1
2018.06.27	1.32243	1.32336	1.31063	1.31128	110381	226830	1
2018.06.28	1.31133	1.31203	1.30495	1.30761	120167	211140	1
2018.06.29	1.30763	1.32136	1.30675	1.32040	119726	204175	1
2018.07.02	1.31825	1.32082	1.30950	1.31421	98233	166541	1
2018.07.03	1.31412	1.32064	1.31145	1.31893	100469	178013	1
2018.07.04	1.31891	1.32495	1.31705	1.32251	82441	139065	1
2018.07.05	1.32252	1.32748	1.32036	1.32209	111696	184768	1
2018.07.06	1.32134	1.32898	1.32031	1.32844	87621	148924	1
2018.07.09	1.33179	1.33625	1.31889	1.32556	108755	190314	1
2018.07.10	1.32552	1.33008	1.32230	1.32709	92229	161009	1
2018.07.11	1.32705	1.32852	1.31994	1.32032	112357	193565	1
2018.07.12	1.32028	1.32448	1.31802	1.32050	94676	159427	1
2018.07.13	1.32049	1.32383	1.31025	1.32323	96010	162064	1
2018.07.16	1.32272	1.32928	1.32167	1.32352	80230	140747	1
2018.07.17	1.32340	1.32687	1.30689	1.31140	104978	177780	1
2018.07.18	1.31135	1.31169	1.30100	1.30679	99239	175401	1
2018.07.19	1.30674	1.30831	1.29574	1.30139	108659	187230	1
2018.07.20	1.30125	1.31401	1.29948	1.31287	107582	179886	1
2018.07.23	1.31229	1.31580	1.30821	1.30977	83937	139407	1
2018.07.24	1.30973	1.31591	1.30714	1.31436	93415	159026	1
2018.07.25	1.31435	1.32003	1.31328	1.31877	91083	159150	1
2018.07.26	1.31877	1.32132	1.31052	1.31072	88759	156576	1
2018.07.27	1.31070	1.31310	1.30822	1.30967	75506	128077	1
2018.07.30	1.30989	1.31521	1.30970	1.31315	72758	114030	1
2018.07.31	1.31314	1.31726	1.30894	1.31220	81440	145767	1
2018.08.01	1.31208	1.31440	1.30951	1.31259	78961	134081	1
2018.08.02	1.31258	1.31282	1.30142	1.30155	84710	143300	1
2018.08.03	1.30155	1.30429	1.29753	1.30011	79526	137842	1
2018.08.06	1.29948	1.30074	1.29198	1.29426	60117	98991	1
2018.08.07	1.29430	1.29736	1.29237	1.29385	65926	110325	1
2018.08.08	1.29385	1.29597	1.28535	1.28807	75308	128840	1
2018.08.09	1.28807	1.29117	1.28188	1.28230	80700	136937	1
2018.08.10	1.28203	1.28366	1.27228	1.27663	120184	208576	1
2018.08.13	1.27421	1.27913	1.27299	1.27594	98159	154715	1
2018.08.14	1.27593	1.28271	1.27046	1.27214	96340	150896	1
2018.08.15	1.27198	1.27352	1.26617	1.26942	97172	146832	1
2018.08.16	1.26940	1.27539	1.26858	1.27088	96580	144444	1
2018.08.17	1.27091	1.27524	1.26978	1.27466	88222	135298	1
2018.08.20	1.27420	1.27992	1.27293	1.27969	68367	102731	1
2018.08.21	1.27956	1.29242	1.27922	1.28987	95110	151852	1
2018.08.22	1.28856	1.29362	1.28685	1.29095	85165	128342	1
2018.08.23	1.29095	1.29179	1.28045	1.28132	85022	128460	1
2018.08.24	1.28060	1.28810	1.27992	1.28452	87076	132727	1
2018.08.27	1.28365	1.29009	1.28287	1.28915	73912	115119	1
2018.08.28	1.28915	1.29317	1.28615	1.28703	82707	125189	1
2018.08.29	1.28700	1.30322	1.28451	1.30250	97868	160205	1
2018.08.30	1.30245	1.30433	1.29849	1.30062	94431	144006	1
2018.08.31	1.30069	1.30287	1.29449	1.29528	94760	143198	1
2018.09.03	1.29095	1.29336	1.28547	1.28676	82029	127189	1
2018.09.04	1.28671	1.28757	1.28100	1.28540	88900	144227	1
2018.09.05	1.28529	1.29822	1.27851	1.29037	99154	157721	1
2018.09.06	1.29031	1.29622	1.28960	1.29261	87348	137370	1
2018.09.07	1.29260	1.30278	1.29081	1.29137	104311	162867	1
2018.09.10	1.29179	1.30514	1.28967	1.30253	81786	126256	1
2018.09.11	1.30253	1.30869	1.29641	1.30299	84170	140761	1
2018.09.12	1.30299	1.30821	1.29791	1.30446	86566	143543	1
2018.09.13	1.30446	1.31233	1.30261	1.31060	92645	142510	1
2018.09.14	1.31057	1.31435	1.30565	1.30664	90401	140545	1
2018.09.17	1.30683	1.31646	1.30672	1.31564	81637	133832	1
2018.09.18	1.31566	1.31725	1.31185	1.31475	100006	150483	1
2018.09.19	1.31475	1.32146	1.30974	1.31427	104445	165582	1
2018.09.20	1.31425	1.32980	1.31303	1.32589	105400	166625	1
2018.09.21	1.32588	1.32765	1.30558	1.30764	106251	176397	1
2018.09.24	1.30775	1.31667	1.30628	1.31192	82736	130086	1
2018.09.25	1.31192	1.31933	1.30947	1.31786	89806	138996	1
2018.09.26	1.31785	1.32171	1.31381	1.31639	93336	149591	1
2018.09.27	1.31637	1.31779	1.30733	1.30733	99803	149309	1
2018.09.28	1.30729	1.30899	1.30002	1.30278	84821	127644	1
2018.10.01	1.30371	1.31153	1.30119	1.30419	85086	134916	1
2018.10.02	1.30418	1.30482	1.29409	1.29777	95502	153491	1
2018.10.03	1.29778	1.30226	1.29237	1.29362	114912	177996	1
2018.10.04	1.29356	1.30411	1.29220	1.30208	112180	171949	1
2018.10.05	1.30199	1.31226	1.30032	1.31136	101830	157877	1
2018.10.08	1.31230	1.31326	1.30279	1.30859	93196	145867	1
2018.10.09	1.30857	1.31500	1.30328	1.31425	107374	173359	1
2018.10.10	1.31412	1.32158	1.31332	1.31880	104668	160462	1
2018.10.11	1.31880	1.32468	1.31741	1.32311	141811	219994	1
2018.10.12	1.32311	1.32575	1.31458	1.31516	116501	185953	1
